Freq.	V(n007)/10	V(n009)/10	V(n011)/10	V(n019)/10	V(n020)/10	V(n024)/10
2.04173794466952e+003	(-8.31267363545629e+000dB,3.17593319623001e+001°)	(-2.37031347999938e+000dB,3.61819147088086e+001°)	(-2.45572085107574e+001dB,-4.93840064172622e+001°)	(-2.67552467541858e+000dB,3.88055652192194e+001°)	(-8.58520769616926e+000dB,3.26029626523999e+001°)	(-2.45604628744828e+001dB,-4.89590377704549e+001°)
2.08929613085403e+003	(-8.23367790902746e+000dB,3.13071136827387e+001°)	(-2.28779375104788e+000dB,3.56320802265910e+001°)	(-2.46735876932346e+001dB,-5.00348179865358e+001°)	(-2.58520626414682e+000dB,3.82408628415354e+001°)	(-8.50462656605965e+000dB,3.21403267464695e+001°)	(-2.46767519926290e+001dB,-4.96190786576151e+001°)
2.13796208950222e+003	(-8.15670998480842e+000dB,3.08531934680838e+001°)	(-2.20745372366059e+000dB,3.50825783142499e+001°)	(-2.47921987801287e+001dB,-5.06830112535786e+001°)	(-2.49711632974334e+000dB,3.76755391730838e+001°)	(-8.42608571787392e+000dB,3.16759602947163e+001°)	(-2.47952740987784e+001dB,-5.02763047534748e+001°)
2.18776162394954e+003	(-8.08175962757792e+000dB,3.03979761784378e+001°)	(-2.12927678240415e+000dB,3.45337789285122e+001°)	(-2.49130227289971e+001dB,-5.13282665405031e+001°)	(-2.41124590414779e+000dB,3.71099793122576e+001°)	(-8.34957639818043e+000dB,3.12102683705187e+001°)	(-2.49160102063081e+001dB,-5.09304008629526e+001°)
2.23872113856832e+003	(-8.00881416817711e+000dB,2.99418581652186e+001°)	(-2.05324413376571e+000dB,3.39860436147437e+001°)	(-2.50360384257271e+001dB,-5.19702715822037e+001°)	(-2.32758361385420e+000dB,3.65445627520742e+001°)	(-8.27508736602043e+000dB,3.07436481560553e+001°)	(-2.50389392549514e+001dB,-5.15810590703504e+001°)
2.29086765276776e+003	(-7.93785860051470e+000dB,2.94852265502541e+001°)	(-1.97933489400103e+000dB,3.34397248270101e+001°)	(-2.51612227681645e+001dB,-5.26087222204536e+001°)	(-2.24611574049838e+000dB,3.59796625620389e+001°)	(-8.20260498492409e+000dB,3.02764881873923e+001°)	(-2.51640381941415e+001dB,-5.22279794375526e+001°)
2.34422881531991e+003	(-7.86887568467332e+000dB,2.90284585563831e+001°)	(-1.90752618329028e+000dB,3.28951652960883e+001°)	(-2.52885507562080e+001dB,-5.32433230500669e+001°)	(-2.16682628989239e+000dB,3.54156446045265e+001°)	(-8.13211332151438e+000dB,2.98091676488440e+001°)	(-2.52912820728487e+001dB,-5.28708706543480e+001°)
2.39883291901947e+003	(-7.80184605539314e+000dB,2.85719208921547e+001°)	(-1.83779322548716e+000dB,3.23526974482327e+001°)	(-2.54179955876486e+001dB,-5.38737880143071e+001°)	(-2.08969706895810e+000dB,3.48528667901209e+001°)	(-8.06359424999986e+000dB,2.93420557195560e+001°)	(-2.54206441351898e+001dB,-5.35094506380344e+001°)
2.45470891568501e+003	(-7.73674833518304e+000dB,2.81159691926956e+001°)	(-1.77010945271939e+000dB,3.18126428769789e+001°)	(-2.55495287590022e+001dB,-5.44998409472456e+001°)	(-2.01470776995239e+000dB,3.42916783759173e+001°)	(-7.99702756182475e+000dB,2.88755109747510e+001°)	(-2.55520959210604e+001dB,-5.41434470799947e+001°)
2.51188643150956e+003	(-7.67355925129310e+000dB,2.76609475182994e+001°)	(-1.70444661408005e+000dB,3.12753118697365e+001°)	(-2.56831201705709e+001dB,-5.51212160613120e+001°)	(-1.94183606132594e+000dB,3.37324193103239e+001°)	(-7.93239107972157e+000dB,2.84098808435621e+001°)	(-2.56856073710241e+001dB,-5.47725979374653e+001°)
2.57039578276885e+003	(-7.61225375577488e+000dB,2.72071879117647e+001°)	(-1.64077488764070e+000dB,3.07410029903934e+001°)	(-2.58187382349544e+001dB,-5.57376583788034e+001°)	(-1.87105768451582e+000dB,3.31754196273998e+001°)	(-7.86966077539751e+000dB,2.79455011248559e+001°)	(-2.58211469346826e+001dB,-5.53966518692501e+001°)
2.63026799189536e+003	(-7.55280514785768e+000dB,2.67550100150007e+001°)	(-1.57906299501724e+000dB,3.02100027186305e+001°)	(-2.59563499882402e+001dB,-5.63489241066502e+001°)	(-1.80234655594033e+000dB,3.26209988932485e+001°)	(-7.80881089008144e+000dB,2.74826955619257e+001°)	(-2.59586816817522e+001dB,-5.60153686146560e+001°)
2.69153480392690e+003	(-7.49518519787960e+000dB,2.63047207449177e+001°)	(-1.51927831772872e+000dB,2.96825851461417e+001°)	(-2.60959212031034e+001dB,-5.69547809542389e+001°)	(-1.73567487344155e+000dB,3.20694657064601e+001°)	(-7.74981405716247e+000dB,2.70217754764267e+001°)	(-2.60981774150792e+001dB,-5.66285193154368e+001°)
2.75422870333815e+003	(-7.43936427202997e+000dB,2.58566140281466e+001°)	(-1.46138701460622e+000dB,2.91590117294687e+001°)	(-2.62374165030717e+001dB,-5.75550083945777e+001°)	(-1.67101322640872e+000dB,3.15211172540592e+001°)	(-7.69264142616387e+000dB,2.65630394614350e+001°)	(-2.62395987848482e+001dB,-5.72358867810143e+001°)
2.81838293126443e+003	(-7.38531145718578e+000dB,2.54109705936826e+001°)	(-1.40535413953347e+000dB,2.86395310987033e+001°)	(-2.63807994772311e+001dB,-5.81493978695518e+001°)	(-1.60833070881146e+000dB,3.09762389238929e+001°)	(-7.63726278731651e+000dB,2.61067731330414e+001°)	(-2.63829094032576e+001dB,-5.78372656977084e+001°)
2.88403150312659e+003	(-7.33299468515650e+000dB,2.49680578221329e+001°)	(-1.35114375883193e+000dB,2.81243789208875e+001°)	(-2.65260327946807e+001dB,-5.87377529404344e+001°)	(-1.54759503437732e+000dB,3.04351039738771e+001°)	(-7.58364669602342e+000dB,2.56532489394526e+001°)	(-2.65280719589693e+001dB,-5.84324627831295e+001°)
2.95120922666636e+003	(-7.28238085568942e+000dB,2.45281296498692e+001°)	(-1.29871906764012e+000dB,2.76137778165517e+001°)	(-2.66730783180841e+001dB,-5.93198893852115e+001°)	(-1.48877265316178e+000dB,2.98979732580245e+001°)	(-7.53176059654105e+000dB,2.52027260261700e+001°)	(-2.66750483306794e+001dB,-5.90212968872781e+001°)
3.01995172040199e+003	(-7.23343595763025e+000dB,2.40914265260454e+001°)	(-1.24804250467844e+000dB,2.71079373274853e+001°)	(-2.68218972157033e+001dB,-5.98956352446240e+001°)	(-1.43182886878001e+000dB,2.93650950087087e+001°)	(-7.48157094424171e+000dB,2.47554501554435e+001°)	(-2.68237996991931e+001dB,-5.96035990422454e+001°)
3.09029543251357e+003	(-7.18612518767986e+000dB,2.36581754201420e+001°)	(-1.19907586483672e+000dB,2.66070539335260e+001°)	(-2.69724500713508e+001dB,-6.04648308191395e+001°)	(-1.37672795559822e+000dB,2.88367046741788e+001°)	(-7.43304332586562e+000dB,2.43116536778731e+001°)	(-2.69742866574389e+001dB,-6.01792124627167e+001°)
3.16227766016836e+003	(-7.14041306623775e+000dB,2.32285898774449e+001°)	(-1.15178040907047e+000dB,2.61113111158916e+001°)	(-2.71246969917429e+001dB,-6.10273286193254e+001°)	(-1.32343327521677e+000dB,2.83130248099356e+001°)	(-7.38614257721816e+000dB,2.38715555537444e+001°)	(-2.71264693179015e+001dB,-6.07479924997434e+001°)
3.23593656929626e+003	(-7.09626354987378e+000dB,2.28028701196499e+001°)	(-1.10611697114282e+000dB,2.56208794643572e+001°)	(-2.72785977107865e+001dB,-6.15829932723202e+001°)	(-1.27190739161693e+000dB,2.77942650222127e+001°)	(-7.34083289781786e+000dB,2.34353614214395e+001°)	(-2.72803074170066e+001dB,-6.13098065504722e+001°)
3.31131121482589e+003	(-7.05364014002287e+000dB,2.23812031876178e+001°)	(-1.06204606080133e+000dB,2.51359168254041e+001°)	(-2.74341116903900e+001dB,-6.21317013872719e+001°)	(-1.22211218438749e+000dB,2.72806219614833e+001°)	(-7.29707796205281e+000dB,2.30032637100662e+001°)	(-2.74357604160432e+001dB,-6.18645339266968e+001°)
3.38844156139200e+003	(-7.01250598755034e+000dB,2.19637631231748e+001°)	(-1.01952796303219e+000dB,2.46565684883294e+001°)	(-2.75911982174345e+001dB,-6.26733413827492e+001°)	(-1.17400895949470e+000dB,2.67722793636273e+001°)	(-7.25484102645575e+000dB,2.25754417932897e+001°)	(-2.75927875982592e+001dB,-6.24120656852351e+001°)
3.46736850452529e+003	(-6.97282399288845e+000dB,2.15507111867637e+001°)	(-9.78522833086446e-001dB,2.41829674062149e+001°)	(-2.77498164966006e+001dB,-6.32078132792266e+001°)	(-1.12755855710954e+000dB,2.62694081361576e+001°)	(-7.21408503276147e+000dB,2.21520621812353e+001°)	(-2.77513481618247e+001dB,-6.29523044232295e+001°)
3.54813389233573e+003	(-6.93455690149676e+000dB,2.11421961077042e+001°)	(-9.38990787025135e-001dB,2.37152344485917e+001°)	(-2.79099257387943e+001dB,-6.37350284597981e+001°)	(-1.08272145605800e+000dB,2.57721664867046e+001°)	(-7.17477270646280e+000dB,2.17332787472523e+001°)	(-2.79114013084016e+001dB,-6.34851640415265e+001°)
3.63078054770099e+003	(-6.89766739444951e+000dB,2.07383543638022e+001°)	(-9.00891987580520e-001dB,2.32534786826210e+001°)	(-2.80714852449679e+001dB,-6.42549094022960e+001°)	(-1.03945787451273e+000dB,2.52807000908072e+001°)	(-7.13686665063296e+000dB,2.13192329862919e+001°)	(-2.80729063271174e+001dB,-6.40105694793107e+001°)
3.71535229097170e+003	(-6.86211817400143e+000dB,2.03393104870687e+001°)	(-8.64186725178937e-001dB,2.27977976796208e+001°)	(-2.82344544851793e+001dB,-6.47673893859797e+001°)	(-9.97727866597611e-001dB,2.47951422959439e+001°)	(-7.10032943483199e+000dB,2.09100543016452e+001°)	(-2.82358226737808e+001dB,-6.45284564231620e+001°)
3.80189396320558e+003	(-6.82787204402980e+000dB,1.99451773923538e+001°)	(-8.28835494016829e-001dB,2.23482778438120e+001°)	(-2.83987931727788e+001dB,-6.52724121759141e+001°)	(-9.57491414628782e-001dB,2.43156143586661e+001°)	(-7.06512367896286e+000dB,2.05058603168148e+001°)	(-2.84001100452312e+001dB,-6.50387709936562e+001°)
3.89045144994278e+003	(-6.79489198529347e+000dB,1.95560567257769e+001°)	(-7.94799063124921e-001dB,2.19049947602241e+001°)	(-2.85644613336584e+001dB,-6.57699316880914e+001°)	(-9.18708516766987e-001dB,2.38422257116585e+001°)	(-7.03121213198800e+000dB,2.01067572093474e+001°)	(-2.85657284487503e+001dB,-6.55414694125688e+001°)
3.98107170553494e+003	(-6.76314122548996e+000dB,1.91720392299287e+001°)	(-7.62038542395583e-001dB,2.14680135587946e+001°)	(-2.87314193705342e+001dB,-6.62599116382571e+001°)	(-8.81339269905341e-001dB,2.33750742575486e+001°)	(-6.99855774545927e+000dB,1.97128400635389e+001°)	(-2.87326382665099e+001dB,-6.60365176536453e+001°)
4.07380277804110e+003	(-6.73258330412876e+000dB,1.87932051229386e+001°)	(-7.30515443585579e-001dB,2.10373892918056e+001°)	(-2.88996281222750e+001dB,-6.67423251772882e+001°)	(-8.45343947663823e-001dB,2.29142466863197e+001°)	(-6.96712374185377e+000dB,1.93241932390209e+001°)	(-2.89008003150643e+001dB,-6.65238910797914e+001°)
4.16869383470332e+003	(-6.70318213227228e+000dB,1.84196244886310e+001°)	(-7.00191736340087e-001dB,2.06131673219323e+001°)	(-2.90690489183191e+001dB,-6.72171545158447e+001°)	(-8.10683073406273e-001dB,2.24598188132339e+001°)	(-6.93687367774386e+000dB,1.89408907523628e+001°)	(-2.90701758999303e+001dB,-6.70035740694110e+001°)
4.26579518801589e+003	(-6.67490204722643e+000dB,1.80513576751425e+001°)	(-6.71029899314040e-001dB,2.01953837183175e+001°)	(-2.92396436282551e+001dB,-6.76843905408719e+001°)	(-7.77317488237359e-001dB,2.20118559342595e+001°)	(-6.90777150186200e+000dB,1.85629966689581e+001°)	(-2.92407268653271e+001dB,-6.74755596344746e+001°)
4.36515832240162e+003	(-6.64770786228908e+000dB,1.76884556995264e+001°)	(-6.42992966493841e-001dB,1.97840656582395e+001°)	(-2.94113747066666e+001dB,-6.81440324263814e+001°)	(-7.45208413975423e-001dB,2.15704131960936e+001°)	(-6.87978160815074e+000dB,1.81905655026137e+001°)	(-2.94124156391784e+001dB,-6.79398490327509e+001°)
4.46683592150960e+003	(-6.62156491168846e+000dB,1.73309606560325e+001°)	(-6.16044568845817e-001dB,1.93792318321011e+001°)	(-2.95842052333666e+001dB,-6.85960872407751e+001°)	(-7.14317511132291e-001dB,2.11355359780000e+001°)	(-6.85286888391318e+000dB,1.78236426204167e+001°)	(-2.95852052734986e+001dB,-6.83964513764758e+001°)
4.57088189614871e+003	(-6.59643909086303e+000dB,1.69789061259227e+001°)	(-5.90148971438095e-001dB,1.89808928496328e+001°)	(-2.97580989491658e+001dB,-6.90405695528149e+001°)	(-6.84606931962953e-001dB,2.07072602828107e+001°)	(-6.82699875320202e+000dB,1.74622646506220e+001°)	(-2.97590594803082e+001dB,-6.88453832395647e+001°)
4.67735141287194e+003	(-6.57229689225177e+000dB,1.66323175868484e+001°)	(-5.65271106199419e-001dB,1.85890516453704e+001°)	(-2.99330202873364e+001dB,-6.94775010381713e+001°)	(-6.56039368676347e-001dB,2.02856131345938e+001°)	(-6.80213721560437e+000dB,1.71064598914693e+001°)	(-2.99339426632393e+001dB,-6.92866682653102e+001°)
4.78630092322634e+003	(-6.54910543677703e+000dB,1.62912128199910e+001°)	(-5.41376600492497e-001dB,1.82037038816350e+001°)	(-3.01089344009478e+001dB,-6.99069100883171e+001°)	(-6.28578096923456e-001dB,1.98706129806436e+001°)	(-6.77825088059489e+000dB,1.67562487190101e+001°)	(-3.01098199450066e+001dB,-6.97203367763368e+001°)
4.89778819368442e+003	(-6.52683250121358e+000dB,1.59556023133320e+001°)	(-5.18431801690549e-001dB,1.78248383474131e+001°)	(-3.02858071862598e+001dB,-7.03288314233645e+001°)	(-6.02187014700514e-001dB,1.94622700956142e+001°)	(-6.75530699764347e+000dB,1.64116439921977e+001°)	(-3.02866571909302e+001dB,-7.01464253884181e+001°)
5.01187233627268e+003	(-6.50544654164538e+000dB,1.56254896595899e+001°)	(-4.96403797954154e-001dB,1.74524373516952e+001°)	(-3.04636053023704e+001dB,-7.07433057102822e+001°)	(-5.76830676823552e-001dB,1.90605869857826e+001°)	(-6.73327348227322e+000dB,1.60726514536575e+001°)	(-3.04644210287051e+001dB,-7.05649766295993e+001°)
5.12861383991361e+003	(-6.48491671321761e+000dB,1.53008719475179e+001°)	(-4.75260435411472e-001dB,1.70864771099926e+001°)	(-3.06422961873179e+001dB,-7.11503791877667e+001°)	(-5.52474325145695e-001dB,1.86655587915978e+001°)	(-6.71211893827234e+000dB,1.57392701247247e+001°)	(-3.06430788646189e+001dB,-7.09760385659056e+001°)
5.24807460249768e+003	(-6.46521288639496e+000dB,1.49817401454167e+001°)	(-4.54970331948737e-001dB,1.67269281229073e+001°)	(-3.08218480708427e+001dB,-7.15501032988933e+001°)	(-5.29083914701052e-001dB,1.82771736868385e+001°)	(-6.69181267626851e+000dB,1.54114926934915e+001°)	(-3.08225988964221e+001dB,-7.13796644347669e+001°)
5.37031796370248e+003	(-6.44630565993897e+000dB,1.46680794758624e+001°)	(-4.35502887819506e-001dB,1.63737555457742e+001°)	(-3.10022299840159e+001dB,-7.19425343325187e+001°)	(-5.06626135968676e-001dB,1.78954132728681e+001°)	(-6.67232472887738e+000dB,1.50893058947646e+001°)	(-3.10029501230583e+001dB,-7.17759122871386e+001°)
5.49540873857620e+003	(-6.42816637081660e+000dB,1.43598697807930e+001°)	(-4.16828293281156e-001dB,1.60269195485385e+001°)	(-3.11834117659414e+001dB,-7.23277330742737e+001°)	(-4.85068433456931e-001dB,1.75202529666381e+001°)	(-6.65362586263782e+000dB,1.47726908809757e+001°)	(-3.11841023514600e+001dB,-7.21648446391603e+001°)
5.62341325190344e+003	(-6.41076710125064e+000dB,1.40570858762315e+001°)	(-3.98917533465337e-001dB,1.56863756651613e+001°)	(-3.13653640677356e+001dB,-7.27057644678486e+001°)	(-4.64379020813615e-001dB,1.71516623812455e+001°)	(-6.63568758694551e+000dB,1.44616235832318e+001°)	(-3.13660262006162e+001dB,-7.25465281340609e+001°)
5.75439937337152e+003	(-6.39408068311904e+000dB,1.37596978960457e+001°)	(-3.81742390685959e-001dB,1.53520751319715e+001°)	(-3.15480583539877e+001dB,-7.30766972871507e+001°)	(-4.44526892669448e-001dB,1.67896056980029e+001°)	(-6.61848216019476e+000dB,1.41560750618203e+001°)	(-3.15486931031127e+001dB,-7.29210332148946e+001°)
5.88843655355584e+003	(-6.37808069990611e+000dB,1.34676716242660e+001°)	(-3.65275444383985e-001dB,1.50239652144967e+001°)	(-3.17314669018973e+001dB,-7.34406038198008e+001°)	(-4.25481833423469e-001dB,1.64340420291212e+001°)	(-6.60198259333407e+000dB,1.38560118456072e+001°)	(-3.17320753043435e+001dB,-7.32884338085787e+001°)
6.02559586074353e+003	(-6.36274148640257e+000dB,1.31809688155866e+001°)	(-3.49490068902903e-001dB,1.47019895224144e+001°)	(-3.19155627982817e+001dB,-7.37975595623243e+001°)	(-4.07214423177751e-001dB,1.60849257702424e+001°)	(-6.58616265103664e+000dB,1.35613962598814e+001°)	(-3.19161458595858e+001dB,-7.36488070215939e+001°)
6.16595001861477e+003	(-6.34803812634548e+000dB,1.28995475037778e+001°)	(-3.34360429282520e-001dB,1.43860883123613e+001°)	(-3.21003199346390e+001dB,-7.41476429273003e+001°)	(-3.89696041026233e-001dB,1.57422069421854e+001°)	(-6.57099685068111e+000dB,1.32721867423032e+001°)	(-3.21008786291234e+001dB,-7.40022328476124e+001°)
6.30957344480188e+003	(-6.33394644818177e+000dB,1.26233622978249e+001°)	(-3.19861475251807e-001dB,1.40761987784292e+001°)	(-3.22857130004463e+001dB,-7.44909349626377e+001°)	(-3.72898865898838e-001dB,1.54058315213907e+001°)	(-6.55646045933122e+000dB,1.29883381467121e+001°)	(-3.22862482716002e+001dB,-7.43487938872288e+001°)
6.45654229034650e+003	(-6.32044301913158e+000dB,1.23523646656949e+001°)	(-3.05968933594036e-001dB,1.37722553302577e+001°)	(-3.24717174748640e+001dB,-7.48275190830691e+001°)	(-3.56795875156949e-001dB,1.50757417586560e+001°)	(-6.54252948889574e+000dB,1.27098020346358e+001°)	(-3.24722302357736e+001dB,-7.46885750798860e+001°)
6.60693448007590e+003	(-6.30750513771972e+000dB,1.20865032057030e+001°)	(-2.92659299049534e-001dB,1.34741898587063e+001°)	(-3.26583096170107e+001dB,-7.51574808138796e+001°)	(-3.41360841130487e-001dB,1.47518764858605e+001°)	(-6.52918068964260e+000dB,1.24365269544236e+001°)	(-3.26588007508331e+001dB,-7.50216634480167e+001°)
6.76082975391976e+003	(-6.29511082493492e+000dB,1.18257239055199e+001°)	(-2.79909823913206e-001dB,1.31819319891555e+001°)	(-3.28454664549642e+001dB,-7.54809075468221e+001°)	(-3.26568325780291e-001dB,1.44341714104675e+001°)	(-6.51639154223265e+000dB,1.21684587079992e+001°)	(-3.28459368154393e+001dB,-7.53481478533555e+001°)
6.91830970918931e+003	(-6.28323881416839e+000dB,1.15699703889173e+001°)	(-2.67698506475607e-001dB,1.28954093225423e+001°)	(-3.30331657736355e+001dB,-7.57978883081123e+001°)	(-3.12393673662106e-001dB,1.41225593976802e+001°)	(-6.50414024843040e+000dB,1.19055406052898e+001°)	(-3.30336161856320e+001dB,-7.56681187653157e+001°)
7.07945784384132e+003	(-6.27186854007454e+000dB,1.13191841504037e+001°)	(-2.56004078447778e-001dB,1.26145476642904e+001°)	(-3.32213861016551e+001dB,-7.61085135383479e+001°)	(-2.98813003360898e-001dB,1.38169707402020e+001°)	(-6.49240572064037e+000dB,1.16477137064484e+001°)	(-3.32218173617449e+001dB,-7.59816680412785e+001°)
7.24435960074984e+003	(-6.26098012648796e+000dB,1.10733047779456e+001°)	(-2.44805991501721e-001dB,1.23392712413355e+001°)	(-3.34101066974022e+001dB,-7.64128748841488e+001°)	(-2.85803197556030e-001dB,1.35173334156224e+001°)	(-6.48116757040938e+000dB,1.13949170520325e+001°)	(-3.34105195744597e+001dB,-7.62888887185937e+001°)
7.41310241300911e+003	(-6.25055437352241e+000dB,1.08322701640070e+001°)	(-2.34084403049794e-001dB,1.20695029074888e+001°)	(-3.35993075342984e+001dB,-7.67110650012800e+001°)	(-2.73341891869621e-001dB,1.32235733315112e+001°)	(-6.47040609602605e+000dB,1.11470878813481e+001°)	(-3.35997027701198e+001dB,-7.65898748180533e+001°)
7.58577575029177e+003	(-6.24057274396923e+000dB,1.05960167051787e+001°)	(-2.23820161378145e-001dB,1.18051643374102e+001°)	(-3.37889692854796e+001dB,-7.70031773689852e+001°)	(-2.61407462641882e-001dB,1.29356145583552e+001°)	(-6.46010226934084e+000dB,1.09041618392045e+001°)	(-3.37893475954196e+001dB,-7.68847211585700e+001°)
7.76247116628685e+003	(-6.23101734910405e+000dB,1.03644794906890e+001°)	(-2.13994790241101e-001dB,1.15461762094945e+001°)	(-3.39790733079530e+001dB,-7.72893061152309e+001°)	(-2.49979013768824e-001dB,1.26533795505239e+001°)	(-6.45023772192126e+000dB,1.06660731713553e+001°)	(-3.39794353815739e+001dB,-7.71735231827603e+001°)
7.94328234724275e+003	(-6.22187093400317e+000dB,1.01375924801166e+001°)	(-2.04590473015570e-001dB,1.12924583779925e+001°)	(-3.41696016263356e+001dB,-7.75695458525412e+001°)	(-2.39036362729185e-001dB,1.23767893554859e+001°)	(-6.44079473064881e+000dB,1.04327549089302e+001°)	(-3.41699481280671e+001dB,-7.74563767931128e+001°)
8.12830516164092e+003	(-6.21311686246285e+000dB,9.91528867064277e+000°)	(-1.95590036506807e-001dB,1.10439300347090e+001°)	(-3.43605369162653e+001dB,-7.78439915240835e+001°)	(-2.28560025919119e-001dB,1.21057638115379e+001°)	(-6.43175620285651e+000dB,1.02041390421804e+001°)	(-3.43608684860711e+001dB,-7.77333781984045e+001°)
8.31763771102664e+003	(-6.20473910160749e+000dB,9.69750025419204e+000°)	(-1.86976934489667e-001dB,1.08005098606329e+001°)	(-3.45518624875674e+001dB,-7.81127382596506e+001°)	(-2.18531203405045e-001dB,1.18402217343348e+001°)	(-6.42310566109788e+000dB,9.98015668388051e+000°)	(-3.45521797416163e+001dB,-7.80046237700108e+001°)
8.51138038202369e+003	(-6.19672220626566e+000dB,9.48415876482567e+000°)	(-1.78735231062256e-001dB,1.05621161678658e+001°)	(-3.47435622672531e+001dB,-7.83758812411789e+001°)	(-2.08931763196882e-001dB,1.15800810925344e+001°)	(-6.41482722763117e+000dB,9.76073822274116e+000°)	(-3.47438657985916e+001dB,-7.82702099077486e+001°)
8.70963589956073e+003	(-6.18905130318588e+000dB,9.27519521675555e+000°)	(-1.70849583882301e-001dB,1.03286670322210e+001°)	(-3.49356207824178e+001dB,-7.86335155774298e+001°)	(-1.99744225136375e-001dB,1.13252591728914e+001°)	(-6.40690560869567e+000dB,9.54581346719632e+000°)	(-3.49359111616429e+001dB,-7.85302329148814e+001°)
8.91250938133738e+003	(-6.18171207515780e+000dB,9.07054023335289e+000°)	(-1.63305227350073e-001dB,1.01000804168698e+001°)	(-3.51280231431040e+001dB,-7.88857361874618e+001°)	(-1.90951744487543e-001dB,1.10756727351492e+001°)	(-6.39932607864984e+000dB,9.33531177993702e+000°)	(-3.51283009190330e+001dB,-7.87847888819137e+001°)
9.12010839355902e+003	(-6.17469074509829e+000dB,8.87012416752694e+000°)	(-1.56087955795725e-001dB,9.87627428741414e+000°)	(-3.53207550251842e+001dB,-7.91326376925170e+001°)	(-1.82538095309197e-001dB,1.08312381570914e+001°)	(-6.39207446403516e+000dB,9.12916220356510e+000°)	(-3.53210207255209e+001dB,-7.90339735787990e+001°)
9.33254300796983e+003	(-6.16797406015613e+000dB,8.67387721384848e+000°)	(-1.49184106723117e-001dB,9.65716671876215e+000°)	(-3.55138026533160e+001dB,-7.93743143159480e+001°)	(-1.74487653682592e-001dB,1.05918715701225e+001°)	(-6.38513712762316e+000dB,8.92729357774271e+000°)	(-3.55140567853109e+001dB,-7.92778823551881e+001°)
9.54992586021428e+003	(-6.16154927588347e+000dB,8.48172951279074e+000°)	(-1.42580544156912e-001dB,9.44267599418136e+000°)	(-3.57071527840153e+001dB,-7.96108597908130e+001°)	(-1.66785380860736e-001dB,1.03574889857522e+001°)	(-6.37850095249777e+000dB,8.72963464821167e+000°)	(-3.57073958351182e+001dB,-7.95166100483433e+001°)
9.77237220955802e+003	(-6.15540414051740e+000dB,8.29361124745536e+000°)	(-1.36264642134606e-001dB,9.23272069690009e+000°)	(-3.59007926888877e+001dB,-7.98423672747721e+001°)	(-1.59416806399701e-001dB,1.01280064133626e+001°)	(-6.37215332621942e+000dB,8.53611416805381e+000°)	(-3.59010251273922e+001dB,-7.97502508983558e+001°)
9.99999999999991e+003	(-6.14952687940992e+000dB,8.10945273314581e+000°)	(-1.30224268380558e-001dB,9.02721979462061e+000°)	(-3.60947101380559e+001dB,-8.00689292719231e+001°)	(-1.52368011326389e-001dB,9.90333996963345e+000°)	(-6.36608212511278e+000dB,8.34666099155857e+000°)	(-3.60949324137339e+001dB,-7.99788984703009e+001°)
1.02329299228075e+004	(-6.14390617964040e+000dB,7.92918450014334e+000°)	(-1.24447768194586e-001dB,8.82609271730077e+000°)	(-3.62888933838131e+001dB,-8.02906375612246e+001°)	(-1.45625611391694e-001dB,9.68340598000334e+000°)	(-6.36027569871497e+000dB,8.16120416105794e+000°)	(-3.62891059285388e+001dB,-8.02026455829806e+001°)
1.04712854805089e+004	(-6.13853117484031e+000dB,7.75273737003229e+000°)	(-1.18923948583760e-001dB,8.62925942855258e+000°)	(-3.64833311445324e+001dB,-8.05075831311589e+001°)	(-1.39176740452938e-001dB,9.46812107253756e+000°)	(-6.35472285441703e+000dB,7.97967298708123e+000°)	(-3.64835343728949e+001dB,-8.04215842439057e+001°)
1.07151930523760e+004	(-6.13339143025639e+000dB,7.58004252591257e+000°)	(-1.13642062662122e-001dB,8.43664049099661e+000°)	(-3.66780125888550e+001dB,-8.07198561203008e+001°)	(-1.33009034024399e-001dB,9.25740226456955e+000°)	(-6.34941284232717e+000dB,7.80199712217406e+000°)	(-3.66782068987582e+001dB,-8.06358055901830e+001°)
1.09647819614318e+004	(-6.12847692807465e+000dB,7.41103157682763e+000°)	(-1.08591794339686e-001dB,8.24815712590148e+000°)	(-3.68729273201777e+001dB,-8.09275457634635e+001°)	(-1.27110613030440e-001dB,9.05116704247529e+000°)	(-6.34433534038085e+000dB,7.62810662871614e+000°)	(-3.68731130934284e+001dB,-8.08453998349806e+001°)
1.12201845430195e+004	(-6.12377805302457e+000dB,7.24563661672526e+000°)	(-1.03763243318850e-001dB,8.06373126742678e+000°)	(-3.70680653614592e+001dB,-8.11307403431089e+001°)	(-1.21470067791477e-001dB,8.84933343493266e+000°)	(-6.33948043971904e+000dB,7.45793204106290e+000°)	(-3.70682429643405e+001dB,-8.10504562192552e+001°)
1.14815362149687e+004	(-6.11928557827983e+000dB,7.08379027825867e+000°)	(-9.91469104133393e-002dB,7.88328561177742e+000°)	(-3.72634171403569e+001dB,-8.13295271457149e+001°)	(-1.16076442269050e-001dB,8.65182008000837e+000°)	(-6.33483863035304e+000dB,7.29140442232533e+000°)	(-3.72635869241891e+001dB,-8.12510629684371e+001°)
1.17489755493952e+004	(-6.11499065166899e+000dB,6.92542578172322e+000°)	(-9.47336832022096e-002dB,7.70674366156550e+000°)	(-3.74589734747093e+001dB,-8.15239924228075e+001°)	(-1.10919218592795e-001dB,8.45854628640580e+000°)	(-6.33040078713131e+000dB,7.12845541609153e+000°)	(-3.74591357763961e+001dB,-8.14473072537783e+001°)
